Priority,Score,State,Business Name,DBA,Segment,City,Address,Zip,Website,Contact Name,Email,Phone,Outreach Status,Notes,Last Contacted,Next Step
High,4,NJ,Springfield Ave Dispensary,,Independent,Irvington,,,,,,,Not Started,,,
High,4,NJ,1634 Funk,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Bay Street Greenery,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Benedicts Supply,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Blossom Dispensary,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Cream Retail Dispensary,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Garden Greenz,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Green Flamingo Dispensary,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,GreenStop Wellness,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Hamm and Chaz,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Hazy Harvest,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,JC Element,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Jersey Dispensary,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Jersey Leaf,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,KushKlub NJ,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Lady L Cannabis,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Legacy To Lifted,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Lifted Vision,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,MMD NJ,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Memes Danckk World,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Retreat Cannabis,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,The Cannabis Place 420 Corp,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,The Leaf Joint,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,The Medicine Woman,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,The Other Side Dispensary,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Uforia,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,Xena NJ,,Independent,Jersey City,,,,,,,Not Started,,,
High,4,NJ,NJ Leaf Keansburg,,Independent,Keansburg,,,,,,,Not Started,,,
High,4,NJ,Premo Cannabis Company,,Independent,Keyport,,,,,,,Not Started,,,
High,4,NJ,Citi Roots,,Independent,Kingston,,,,,,,Not Started,,,
High,4,NJ,Garden State Natural Green,,Independent,Kingston,,,,,,,Not Started,,,
High,4,NJ,Gas & Grass,,Independent,Lake Hopatcong,,,,,,,Not Started,,,
High,4,NJ,Greenlight Apothecary,,Independent,Lake Hopatcong,,,,,,,Not Started,,,
High,4,NJ,Earth & Ivy Lakehurst,,Independent,Lakehurst,,,,,,,Not Started,,,
High,4,NJ,Baked by the River,,Independent,Lambertville,,,,,,,Not Started,,,
High,4,NJ,Union Chill Cannabis Company,,Independent,Lambertville,,,,,,,Not Started,,,
High,4,NJ,Mister Jones,,Independent,Little Falls,,,,,,,Not Started,,,
High,4,NJ,Beyond Hello Little Ferry,,Independent,Little Ferry,,,,,,,Not Started,,,
High,4,NJ,Directleaf Delivery,,Independent,Maplewood,,,,,,,Not Started,,,
High,4,NJ,Docanna,,Independent,Maplewood,,,,,,,Not Started,,,
High,4,NJ,Elevated by the CannaBossLady,,Independent,Maplewood,,,,,,,Not Started,,,
High,4,NJ,Noire Dispensary,,Independent,Maplewood,,,,,,,Not Started,,,
High,4,NJ,Enlighten Health & Wellness,,Independent,Marlton,,,,,,,Not Started,,,
High,4,NJ,Quality Roots - Evesham,,Independent,Marlton,,,,,,,Not Started,,,
High,4,NJ,Canna Bar,,Independent,Matawan,,,,,,,Not Started,,,
High,4,NJ,Vigor Dispensary,,Independent,Matawan,,,,,,,Not Started,,,
High,4,NJ,Kine Buds Maywood,,Independent,Maywood,,,,,,,Not Started,,,
High,4,NJ,Gynsyng,,Independent,Merchantville,,,,,,,Not Started,,,
High,4,NJ,Honeystash,,Independent,Metuchen,,,,,,,Not Started,,,
High,4,NJ,Blazin Buddiez,,Independent,Millville,,,,,,,Not Started,,,
High,4,NJ,UMA Flowers NJ,,Independent,Morristown,,,,,,,Not Started,,,
High,4,NJ,Brotherly Bud,,Independent,Mount Ephraim,,,,,,,Not Started,,,
High,4,NJ,Fire and Oak,,Independent,Mount Holly,,,,,,,Not Started,,,
High,4,NJ,Mass Grown,,Independent,Mount Holly,,,,,,,Not Started,,,
High,4,NJ,Phula,,Independent,Mount Holly,,,,,,,Not Started,,,
High,4,NJ,Voltaire NJ,,Independent,Mount Holly,,,,,,,Not Started,,,
High,4,NJ,Daylite Cannabis,,Independent,Mount Laurel,,,,,,,Not Started,,,
High,4,NJ,Milligrams,,Independent,Mount Laurel,,,,,,,Not Started,,,
High,4,NJ,NAR Cannabis,,Independent,Mount Laurel,,,,,,,Not Started,,,
High,4,NJ,Nirvana,,Independent,Mount Laurel,,,,,,,Not Started,,,
High,4,NJ,Shipwreck'd,,Independent,Neptune City,,,,,,,Not Started,,,
High,4,NJ,Bud 2 Bloom,,Independent,Netcong,,,,,,,Not Started,,,
High,4,NJ,Earth & Ivy,,Independent,New Brunswick,,,,,,,Not Started,,,
High,4,NJ,Jester's Joint,,Independent,New Brunswick,,,,,,,Not Started,,,
High,4,NJ,Puffin Store NJ,,Independent,New Brunswick,,,,,,,Not Started,,,
High,4,NJ,City Leaf,,Independent,Newark,,,,,,,Not Started,,,
High,4,NJ,Hashstoria,,Independent,Newark,,,,,,,Not Started,,,
High,4,NJ,The Station Dispensary,,Independent,Newark,,,,,,,Not Started,,,
High,4,NJ,Treeotics,,Independent,Newark,,,,,,,Not Started,,,
High,4,NJ,Soulflora,,Independent,Newfoundland,,,,,,,Not Started,,,
High,4,NJ,Spot 23,,Independent,Newfoundland,,,,,,,Not Started,,,
High,4,NJ,Bud City NJ,,Independent,Newton,,,,,,,Not Started,,,
High,4,NJ,Feels of Green,,Independent,Newton,,,,,,,Not Started,,,
High,4,NJ,Releaf Newton,,Independent,Newton,,,,,,,Not Started,,,
High,4,NJ,Authorized Dealer Dispensary,,Independent,North Bergen,,,,,,,Not Started,,,
High,4,NJ,HudHaus,,Independent,North Bergen,,,,,,,Not Started,,,
High,4,NJ,Liberty Cannabis,,Independent,North Brunswick,,,,,,,Not Started,,,
High,4,NJ,NJ Leaf North Brunswick,,Independent,North Brunswick,,,,,,,Not Started,,,
High,4,NJ,NJ Leaf North Brunswick (Formerly Garden State Botanicals),,Independent,North Brunswick,,,,,,,Not Started,,,
High,4,NJ,Cloud Nine Dispensary,,Independent,North Plainfield,,,,,,,Not Started,,,
High,4,NJ,Good Karma Dispensary,,Independent,North Plainfield,,,,,,,Not Started,,,
High,4,NJ,J & J Cannabis Dispensary,,Independent,Oak Ridge,,,,,,,Not Started,,,
High,4,NJ,Ginger Hale,,Independent,Oaklyn,,,,,,,Not Started,,,
High,4,NJ,Aurum Botanics,,Independent,Pemberton,,,,,,,Not Started,,,
High,4,NJ,Jersey Meds Management,,Independent,Pennington,,,,,,,Not Started,,,
High,4,NJ,Pure Blossom,,Independent,Pennington,,,,,,,Not Started,,,
High,4,NJ,Four20 Dispensary,,Independent,Plainfield,,,,,,,Not Started,,,
High,4,NJ,Island Vibez,,Independent,Plainfield,,,,,,,Not Started,,,
High,4,NJ,Kota Canna,,Independent,Plainfield,,,,,,,Not Started,,,
High,4,NJ,Mindlift,,Independent,Plainfield,,,,,,,Not Started,,,
High,4,NJ,Plant Base,,Independent,Plainfield,,,,,,,Not Started,,,
High,4,NJ,Queen City Remedies,,Independent,Plainfield,,,,,,,Not Started,,,
High,4,NJ,Green Wellness Haven,,Independent,Pleasantville,,,,,,,Not Started,,,
High,4,NJ,Got Your Six of New Jersey,,Independent,Princeton,,,,,,,Not Started,,,
High,4,NJ,Plantabis,,Independent,Rahway,,,,,,,Not Started,,,
High,4,NJ,Canopy Crossroad,,Independent,Red Bank,,,,,,,Not Started,,,
High,4,NJ,The Frosted Nug at Red Bank,,Independent,Red Bank,,,,,,,Not Started,,,
High,4,NJ,Township Green,,Independent,Riverside,,,,,,,Not Started,,,
High,4,NJ,G2,,Independent,Rockaway,,,,,,,Not Started,,,
High,4,NJ,Holistic Re-Leaf,,Independent,Rockaway,,,,,,,Not Started,,,
High,4,NJ,Kind Kush,,Independent,Rockaway Borough,,,,,,,Not Started,,,
High,4,NJ,Joy Leaf,,Independent,Roselle,,,,,,,Not Started,,,
High,4,NJ,Cottonmouth Dispensary,,Independent,Runnemede,,,,,,,Not Started,,,
High,4,NJ,Phasal,,Independent,Runnemede,,,,,,,Not Started,,,
High,4,NJ,The Dispensary of Saddle Brook,,Independent,Saddle Brook,,,,,,,Not Started,,,
High,4,NJ,New Frontier Solutions,,Independent,Salem,,,,,,,Not Started,,,
High,4,NJ,A21 Wellness,,Independent,Scotch Plains,,,,,,,Not Started,,,
High,4,NJ,B Caf Dispensary,,Independent,Scotch Plains,,,,,,,Not Started,,,
High,4,NJ,Lemon 22,,Independent,Scotch Plains,,,,,,,Not Started,,,
High,4,NJ,Weedies,,Independent,Scotch Plains,,,,,,,Not Started,,,
High,4,NJ,Happy Leaf,,Independent,Somerdale,,,,,,,Not Started,,,
High,4,NJ,Bleachers Dispensary,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Bridge City Collective Dispensary,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Central Jersey Dispensary,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Herb's Premium Dispensary,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Leaf Haus,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Sensory Dispensary,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Somerset Green,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,The Dispensary of Somerset,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Timber 5,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Unity Rd Cannabis Shop,,Independent,Somerset,,,,,,,Not Started,,,
High,4,NJ,Root 22 Dispensary,,Independent,Somerville,,,,,,,Not Started,,,
High,4,NJ,RushBudz Dispensary,,Independent,South Bound Brook,,,,,,,Not Started,,,
High,4,NJ,Cannaboy Treehouse,,Independent,South Orange,,,,,,,Not Started,,,
High,4,NJ,Altitude Cannabis,,Independent,South Toms River,,,,,,,Not Started,,,
High,4,NJ,The Social Leaf,,Independent,South Toms River,,,,,,,Not Started,,,
High,4,NJ,Story Dispensary of Springfield,,Independent,Springfield,,,,,,,Not Started,,,
High,4,NJ,TerpTaxi,,Independent,Springfield,,,,,,,Not Started,,,
High,4,NJ,Sussex Pharms,,Independent,Sussex,,,,,,,Not Started,,,
High,4,NJ,The Cannabis Clubhouse,,Independent,Sussex,,,,,,,Not Started,,,
High,4,NJ,The Wildflower Market,,Independent,Tinton Falls,,,,,,,Not Started,,,
High,4,NJ,Moja Life,,Independent,Trenton,,,,,,,Not Started,,,
High,4,NJ,Midnight Greens,,Independent,Turnersville,,,,,,,Not Started,,,
High,4,NJ,Botera Union,,Independent,Union,,,,,,,Not Started,,,
High,4,NJ,The Dispensary of Union,,Independent,Union,,,,,,,Not Started,,,
High,4,NJ,Mountain Dispensary,,Independent,Vernon,,,,,,,Not Started,,,
High,4,NJ,Tree House Co-Op Dispensary,,Independent,Voorhees,,,,,,,Not Started,,,
High,4,NJ,Dank Poet Dispensary,,Independent,Washington,,,,,,,Not Started,,,
High,4,NJ,The Green Initiative,,Independent,Wenonah,,,,,,,Not Started,,,
High,4,NJ,Shorehouse Canna,,Independent,West Cape May,,,,,,,Not Started,,,
High,4,NJ,Beyond Bleaf,,Independent,West Milford,,,,,,,Not Started,,,
High,4,NJ,Canabhang,,Independent,West Milford,,,,,,,Not Started,,,
High,4,NJ,Doobiez,,Independent,West Milford,,,,,,,Not Started,,,
High,4,NJ,Elevated Herb,,Independent,West Milford,,,,,,,Not Started,,,
High,4,NJ,Jersey Roots Dispensary,,Independent,West Milford,,,,,,,Not Started,,,
High,4,NJ,Mountain View Farmacy,,Independent,West Milford,,,,,,,Not Started,,,
High,4,NJ,Backpack Boyz West New York,,Independent,West New York,,,,,,,Not Started,,,
High,4,NJ,Nile of NJ,,Independent,West New York,,,,,,,Not Started,,,
High,4,NJ,Dogwood Green,,Independent,West Orange,,,,,,,Not Started,,,
High,4,NJ,Pure Natural Vibes,,Independent,West Orange,,,,,,,Not Started,,,
High,4,NJ,The Library of New Jersey,,Independent,West Orange,,,,,,,Not Started,,,
High,4,NJ,West Orange Wellness,,Independent,West Orange,,,,,,,Not Started,,,
High,4,NJ,Green Leaf Wellness Solutions,,Independent,Williamstown,,,,,,,Not Started,,,
High,4,NJ,ReLeaf Cannabis,,Independent,Williamstown,,,,,,,Not Started,,,
High,4,NJ,BestBuds,,Independent,Woodbury,,,,,,,Not Started,,,
High,4,NJ,Woodbury Wellness,,Independent,Woodbury,,,,,,,Not Started,,,
High,4,NJ,BluLight Cannabis,,Independent,Woodbury Heights,,,,,,,Not Started,,,
High,4,CT,"FFD PINK EJV, LLC","FFD PINK EJV, LLC",Independent,Bristol,1212 Farmington Ave,6010,,,,,Not Started,,,
High,4,CT,"HWY 95, LLC.",THE HARVEST CORNER CANNABIS COMPANY,Independent,Colchester,493 Westchester Rd.,6415,,,,,Not Started,,,
High,4,CT,BUDR HARTFORD HOLDING LLC,BUDR HARTFORD HOLDING LLC,Independent,Danbury,108 Federal Road,6810,,,,,Not Started,,,
High,4,CT,CT NIGHTJAR 1,CT NIGHTJAR 1,Independent,East Lyme,15 Colton Road,6333,https://nightjarcannabis.com/,,,,Not Started,,,
High,4,CT,"Hydra East, LLC","Hydra East, LLC",Independent,Enfield,9 Hazard Ave,6082,,,,,Not Started,,,
High,4,CT,JANANII LLC,JANANII LLC,Independent,HAMDEN,3490 WHITNEY AVE,06518-1936,,,,,Not Started,,,
High,4,CT,Nutmeg Hamden JV LLC,Nutmeg Hamden JV LLC,Independent,HAMDEN,3825 WHITNEY AVE,06518-1519,,,,,Not Started,,,
High,4,CT,"Insa CT Retail I, LLC","Insa CT Retail I, LLC",Independent,Hartford,167 Brainard Rd,6114,,,,,Not Started,,,
High,4,CT,FFDW EJV LLC,FFDW EJV LLC,Independent,MANCHESTER,91 HALE RD,06042-1769,,,,,Not Started,,,
High,4,CT,"CONNECTICUT RETAIL SOLUTIONS II, LLC",AYR CANNABIS,Independent,Manchester,185 Spencer Street,6040,,,,,Not Started,,,
High,4,CT,SFC CT LLC,VENU FLOWER COLLECTIVE,Independent,Middletown,895 Washington Street,6457,,,,,Not Started,,,
High,4,CT,FFD NEWINGTON LLC,FINE FETTLE DISPENSARY - NEWINGTON,Independent,NEWINGTON,2280 BERLIN TPKE,06111-3202,https://www.finefettle.com/,,,,Not Started,,,
High,4,CT,"GREEN ACRES CT ONE, LLC","420 WAREHOUSE CANNABIS STORE, LLC",Independent,New Britain,1 Hartford Square,6052,,,,,Not Started,,,
High,4,CT,"Insa CT Retail II, LLC","Insa CT Retail II, LLC",Independent,New Haven,222 Sargent Dr,6511,,,,,Not Started,,,
High,4,CT,Nautilus Botanicals EJV1 LLC,Nautilus Botanicals EJV1 LLC,Independent,New Haven,63 Amity Rd,6515,,,,,Not Started,,,
High,4,CT,UMN EQUITY JOINT VENTURE LLC,UMN EQUITY JOINT VENTURE LLC,Independent,North Windham,157 Boston Post Rd,6256,,,,,Not Started,,,
High,4,CT,"FFDC EJV, LLC","FFDC EJV, LLC",Independent,Norwalk,191 Main Street,6851,,,,,Not Started,,,
High,4,CT,SOUTHERN CT WELLNESS AND HEALING LLC,SOUTHERN CT WELLNESS AND HEALING LLC,Independent,ORANGE,175 BOSTON POST RD,06477-3205,https://www.soctwellness.com/,,,,Not Started,,,
High,4,CT,"FFDN EJV, LLC","FFDN EJV, LLC",Independent,Old Saybrook,233 Boston Post Road,6475,,,,,Not Started,,,
High,4,CT,FFD WEST LLC,FINE FETTLE DISPENSARY - STAMFORD,Independent,STAMFORD,12 RESEARCH DR,06906-1419,https://www.finefettle.com/,,,,Not Started,,,
High,4,CT,Budr Holding 6 LLC,Budr Holding 6 LLC,Independent,STRATFORD,7365 MAIN STREET,6614,,,,,Not Started,,,
High,4,CT,C3 EJV II LLC,C3 EJV II LLC,Independent,Stratford,130 Honeyspot Road,6615,,,,,Not Started,,,
High,4,CT,C-3 VENTURES LLC,STILL RIVER WELLNESS,Independent,TORRINGTON,3568 WINSTED RD,06790-2213,https://stillriverwellness.com/pre-order/,,,,Not Started,,,
High,4,CT,Budr Holding 3 LLC,Budr Holding 3 LLC,Independent,Tolland,9 Fieldstone Commons,6084,,,,,Not Started,,,
High,4,CT,"FFD BLUE EJV, LLC","FFD BLUE EJV, LLC",Independent,WATERBURY,85 TURNPIKE DRIVE,6708,,,,,Not Started,,,
High,4,CT,BLUEPOINT WELLNESS OF WESTPORT LLC,BLUEPOINT WELLNESS OF WESTPORT LLC,Independent,WESTPORT,1460 POST RD E,06880-5500,https://www.bluepointwellnessct.com/order/westport/,,,,Not Started,,,
High,4,CT,FFD CENTRAL LLC,FINE FETTLE DISPENSARY,Independent,WILLIMANTIC,1548 W MAIN ST,06226-1142,https://www.finefettle.com/,,,,Not Started,,,
High,4,CT,FFDC EJV II LLC,FINE FETTLE - WEST HARTFORD,Independent,West Hartford,1232 Farmington Ave,6107,,,,,Not Started,,,
Medium,3,NY,The Cannabis Vault,,Small Chain (2-5),Buffalo,2234 Seneca St,14210,https://tcvbuff.com,,,,Not Started,,,
Medium,3,NY,Toke Lane,,Small Chain (2-5),Buffalo,1727 Genesee St,14211,https://tokelane.com,,,,Not Started,,,
Medium,3,NY,Dazed,,Small Chain (2-5),New York,33 Union Sq. W,10003,https://dazed.fun,,,,Not Started,,,
Medium,3,NY,Carry-On Cannabis,,Small Chain (2-5),Niagara Falls,8529 Niagara Falls Blvd,14304,https://gocarryon.com,,,,Not Started,,,
Medium,3,NY,High Rollers Cannabis,,Small Chain (2-5),Queensbury,"909 US-9, Suite #3",12804,https://nyhighrollers.com,,,,Not Started,,,
Medium,3,NY,The THC Shop,,Small Chain (2-5),Rosedale,144-07 243rd St,11422,https://ourthcshop.com,,,,Not Started,,,
Medium,3,NY,The Vault,,Small Chain (2-5),Staten Island,1151 Hylan Blvd,10305,https://thevaultsi.com,,,,Not Started,,,
Medium,3,NY,Budr Cannabis,,Small Chain (2-5),Yonkers,887 Yonkers Ave,10704,https://budrcannabis.com,,,,Not Started,,,
Medium,3,NJ,Holistic Solutions,,Small Chain (2-5),Atco,,,,,,,Not Started,,,
Medium,3,NJ,Holistic Solutions,,Small Chain (2-5),Atco,,,,,,,Not Started,,,
Medium,3,NJ,Design 710,,Small Chain (2-5),Atlantic City,,,,,,,Not Started,,,
Medium,3,NJ,Design 710,,Small Chain (2-5),Atlantic City,,,,,,,Not Started,,,
Medium,3,NJ,High Rollers Dispensary,,Small Chain (2-5),Atlantic City,,,,,,,Not Started,,,
Medium,3,NJ,The THC Shop,,Small Chain (2-5),Atlantic City,,,,,,,Not Started,,,
Medium,3,NJ,"Garden State Dispensary NJ, LLC (Ayr Wellness)",,Small Chain (2-5),"Eatontown, Lakewood, Union, South Brunswick, Woodbridge",,,,,,,Not Started,,,
Medium,3,NJ,"Garden State Dispensary NJ, LLC (Ayr Wellness)",,Small Chain (2-5),"Eatontown, South Brunswick, Union, Woodbridge",,,,,,,Not Started,,,
Medium,3,NJ,Brute's Roots,,Small Chain (2-5),"Egg Harbor Township, Hammonton, Paulsboro",,,,,,,Not Started,,,
Medium,3,NJ,Brute's Roots,,Small Chain (2-5),"Egg Harbor, Hammonton, Winslow",,,,,,,Not Started,,,
Medium,3,NJ,BLOC (formerly Justice Grown NJ),,Small Chain (2-5),"Ewing, Somerset, Waretown",,,,,,,Not Started,,,
Medium,3,NJ,BLOC (formerly Justice Grown NJ),,Small Chain (2-5),"Ewing, Somerset, Waretown",,,,,,,Not Started,,,
Medium,3,NJ,Aunt Mary's Dispensary,,Small Chain (2-5),Flemington,,,,,,,Not Started,,,
Medium,3,NJ,Aunt Mary's Dispensary,,Small Chain (2-5),"Flemington, Somerset",,,,,,,Not Started,,,
Medium,3,NJ,Theo A. Cannabis,,Small Chain (2-5),Franklin Park,,,,,,,Not Started,,,
Medium,3,NJ,Theo A. Cannabis,,Small Chain (2-5),Franklin Park,,,,,,,Not Started,,,
Medium,3,NJ,SilverLeaf Wellness,,Small Chain (2-5),Franklin Township,,,,,,,Not Started,,,
Medium,3,NJ,Honeygrove South Corp,,Small Chain (2-5),Gloucester Township,,,,,,,Not Started,,,
Medium,3,NJ,Honeygrove South Corp,,Small Chain (2-5),Gloucester Township,,,,,,,Not Started,,,
Medium,3,NJ,"Station, The (Formerly Terrapin Investment Fund II)",,Small Chain (2-5),Hoboken,,,,,,,Not Started,,,
Medium,3,NJ,"Station, The (Formerly Terrapin Investment Fund II)",,Small Chain (2-5),Hoboken,,,,,,,Not Started,,,
Medium,3,NJ,Clone Canabiss,,Small Chain (2-5),Jersey City,,,,,,,Not Started,,,
Medium,3,NJ,Downtown FLWR,,Small Chain (2-5),Jersey City,,,,,,,Not Started,,,
Medium,3,NJ,Downtown FLWR,,Small Chain (2-5),Jersey City,,,,,,,Not Started,,,
Medium,3,NJ,RIPT,,Small Chain (2-5),Jersey City,,,,,,,Not Started,,,
Medium,3,NJ,RIPT,,Small Chain (2-5),Jersey City,,,,,,,Not Started,,,
Medium,3,NJ,Illicit Gardens (formerly Harmony Foundation),,Small Chain (2-5),"Lafayette, Secaucus",,,,,,,Not Started,,,
Medium,3,NJ,URB'N Dispensary,,Small Chain (2-5),Newark,,,,,,,Not Started,,,
Medium,3,NJ,URB'N Dispensary,,Small Chain (2-5),Newark,,,,,,,Not Started,,,
Medium,3,NJ,Valley Wellness,,Small Chain (2-5),Raritan,,,,,,,Not Started,,,
Medium,3,NJ,Valley Wellness,,Small Chain (2-5),Raritan,,,,,,,Not Started,,,
Medium,3,NJ,Monteverde NJ,,Small Chain (2-5),Red Bank,,,,,,,Not Started,,,
Medium,3,NJ,Monteverde NJ,,Small Chain (2-5),Red Bank,,,,,,,Not Started,,,
Medium,3,NJ,Sanctuary Cannabis,,Small Chain (2-5),Scotch Plains,,,,,,,Not Started,,,
Medium,3,NJ,Sanctuary Cannabis,,Small Chain (2-5),Scotch Plains,,,,,,,Not Started,,,
Medium,3,NJ,Dazed Cannabis,,Small Chain (2-5),Somerset,,,,,,,Not Started,,,
Medium,3,NJ,SilverLeaf Wellness,,Small Chain (2-5),Somerset,,,,,,,Not Started,,,
Medium,3,NJ,Nova Farms,,Small Chain (2-5),"Swedesboro, West Deptford, Woodbury",,,,,,,Not Started,,,
Medium,3,NJ,Theory Wellness,,Small Chain (2-5),Trenton,,,,,,,Not Started,,,
Medium,3,NJ,Theory Wellness,,Small Chain (2-5),Trenton,,,,,,,Not Started,,,
Medium,3,NJ,Toke Lane Cannabis,,Small Chain (2-5),Trenton,,,,,,,Not Started,,,
Medium,3,NJ,Toke Lane Dispensary,,Small Chain (2-5),Trenton,,,,,,,Not Started,,,
Medium,3,NJ,Eastern Green Dispensary,,Small Chain (2-5),Voorhees,,,,,,,Not Started,,,
Medium,3,NJ,Eastern Green Dispensary,,Small Chain (2-5),Voorhees,,,,,,,Not Started,,,
Medium,3,NJ,Carry-On Cannabis,,Small Chain (2-5),Williamstown,,,,,,,Not Started,,,
Medium,3,NJ,Roots Dispensary,,Small Chain (2-5),Willingboro,,,,,,,Not Started,,,
Medium,3,NJ,Roots Dispensary,,Small Chain (2-5),Willingboro,,,,,,,Not Started,,,
Medium,3,NJ,The Vault,,Small Chain (2-5),Willingboro,,,,,,,Not Started,,,
Medium,3,CT,EJ VENTURES 2 LLC,AFFINITY DISPENSARY,Small Chain (2-5),BRIDGEPORT,2000 COMMERCE DR,6605,,,,,Not Started,,,
Medium,3,CT,NUTMEG SOUTHWEST JV LLC,HIGHER COLLECTIVE,Small Chain (2-5),BRIDGEPORT,3369 FAIRFIELD AVE,06605-3224,,,,,Not Started,,,
Medium,3,CT,TY'S DISPENSARY LLC,CRISP CANNABIS,Small Chain (2-5),Bridgeport,1234 Huntington Tpke,6610,,,,,Not Started,,,
Medium,3,CT,SARA'S DISPENSARY LLC,CRISP CANNABIS,Small Chain (2-5),Cromwell,33 Berlin Road,6416,,,,,Not Started,,,
Medium,3,CT,"CT BGP, LLC",BUDR CANNABIS,Small Chain (2-5),DANBURY,105 MILL PLAIN RD,06811-5198,https://www.shopbotanist.com/locations/danbury/hours-and-info/,,,,Not Started,,,
Medium,3,CT,CONNECTIBUDS EJV 2 LLC,HI PEOPLE CANNABIS MARKET,Small Chain (2-5),Derby,90 Pershing Drive,6418,,,,,Not Started,,,
Medium,3,CT,DEBBIE'S DISPENSARY LLC,CRISP CANNABIS,Small Chain (2-5),East Hartford,500 Main St,6118,,,,,Not Started,,,
Medium,3,CT,CONNECTIBUDS EJV 1 LLC,HI PEOPLE CANNABIS MARKET,Small Chain (2-5),Hartford,306 Market Street,6120,,,,,Not Started,,,
Medium,3,CT,NUTMEG HARTFORD JV LLC,HIGHER COLLECTIVE,Small Chain (2-5),Hartford,1396 Park Street,6106,,,,,Not Started,,,
Medium,3,CT,NUTMEG KILLINGLY JV LLC,HIGHER COLLECTIVE,Small Chain (2-5),KILLINGLY,1078 N MAIN ST,06241-2127,,,,,Not Started,,,
Medium,3,CT,DIVINE 1 LLC,CLONE CANABISS,Small Chain (2-5),Meriden,834 Broad Street,6450,,,,,Not Started,,,
Medium,3,CT,NOVA RETAIL CT LLC,NOVA FARMS CANNABIS DISPENSARY,Small Chain (2-5),NEW BRITAIN,623 HARTFORD RD,06053-1526,,,,,Not Started,,,
Medium,3,CT,AFFINITY HEALTH & WELLNESS INC,AFFINITY DISPENSARY,Small Chain (2-5),NEW HAVEN,1351 WHALLEY AVE,06515-1149,https://affinityct.com/,,,,Not Started,,,
Medium,3,CT,SHANGRI-LA CT INC,SHANGRI-LA CT INC,Small Chain (2-5),NORWALK,430 MAIN AVE,6851,,,,,Not Started,,,
Medium,3,CT,SHANGRI-LA DISPENSARY,SHANGRI-LA CT INC,Small Chain (2-5),NORWALK,75 CONNECTICUT AVE,06850-3528,,,,,Not Started,,,
Medium,3,CT,NUTMEG NEW LONDON JV LLC,HIGHER COLLECTIVE,Small Chain (2-5),New London,595 Bank Street,6320,,,,,Not Started,,,
Medium,3,CT,CHILLAX LLC,THE LIV,Small Chain (2-5),Newington,2661 Berlin Turnpike,6111,,,,,Not Started,,,
Medium,3,CT,DIVINE 1 LLC,CLONE CANABISS,Small Chain (2-5),Norwich,425 W Main Street,6360,,,,,Not Started,,,
Medium,3,CT,SHANGRI-LA CT INC,SHANGRI-LA CT INC,Small Chain (2-5),PLAINVILLE,359 NEW BRITAIN AVE,06062-2013,,,,,Not Started,,,
Medium,3,CT,CHILLAX LLC,THE LIV,Small Chain (2-5),Putnam,97 Providence Pike,6260,,,,,Not Started,,,
Medium,3,CT,DIVINE 1 LLC,CLONE CANABISS,Small Chain (2-5),SEYMOUR,39 NEW HAVEN RD,06483-3460,,,,,Not Started,,,
Medium,3,CT,NUTMEG NORTHWEST JV LLC,HIGHER COLLECTIVE,Small Chain (2-5),Torrington,53 McDermott Avenue,6790,,,,,Not Started,,,
